Exporter,Importer,cross,Year,Quantity_mt ,Value_usd ,Unnamed: 6,Import trade _metric Tons,Import trade _Values _USD ,country1,country2,longitude1,latitude1,longitude2,latitude2,trade_scaled,normal_trade
1,7,NGA_UGA,2011,0,0,,113,167,NGA,UGA,7.995127754089786,9.548318418209965,32.35755031998686,1.2954855035097297,0.000145762064713197,57374.04110864371
1,7,NGA_UGA,2019,0,0,,1,3,NGA,UGA,7.995127754089786,9.548318418209965,32.35755031998686,1.2954855035097297,1.2899297762229824e-06,57935.93736286089
1,8,NGA_SDN,2009,2,1,,0,0,NGA,SDN,7.995127754089786,9.548318418209965,29.862604012257922,15.990585003116717,0.0,56868.447615817895
1,9,NGA_DZA,2008,0,0,,5058,7474,NGA,DZA,7.995127754089786,9.548318418209965,2.5980477916183444,28.185481278657537,0.006524464808135845,96800.5582593394
1,9,NGA_DZA,2009,25,241,,10,176,NGA,DZA,7.995127754089786,9.548318418209965,2.5980477916183444,28.185481278657537,1.2899297762229823e-05,88429.9667056828
1,9,NGA_DZA,2010,0,0,,2936,11714,NGA,DZA,7.995127754089786,9.548318418209965,2.5980477916183444,28.185481278657537,0.0037872338229906766,57953.20915406978
1,9,NGA_DZA,2011,33,133,,4358,9711,NGA,DZA,7.995127754089786,9.548318418209965,2.5980477916183444,28.185481278657537,0.005621513964779758,60830.90502523974
1,9,NGA_DZA,2012,0,0,,1608,4683,NGA,DZA,7.995127754089786,9.548318418209965,2.5980477916183444,28.185481278657537,0.002074207080166556,68224.30020833094
1,10,NGA_MAR,2003,0,0,,3061,1853,NGA,MAR,7.995127754089786,9.548318418209965,-8.420479544549693,29.885394698302058,0.0039484750450185496,57972.03907073946
1,10,NGA_MAR,2006,0,0,,793,391,NGA,MAR,7.995127754089786,9.548318418209965,-8.420479544549693,29.885394698302058,0.001022914312544825,84505.50157263345
1,10,NGA_MAR,2007,0,0,,3076,3221,NGA,MAR,7.995127754089786,9.548318418209965,-8.420479544549693,29.885394698302058,0.003967823991661894,80419.45748966964
1,10,NGA_MAR,2008,0,0,,714,1019,NGA,MAR,7.995127754089786,9.548318418209965,-8.420479544549693,29.885394698302058,0.0009210098602232095,80992.18645319676
1,10,NGA_MAR,2012,0,0,,422,643,NGA,MAR,7.995127754089786,9.548318418209965,-8.420479544549693,29.885394698302058,0.0005443503655660985,79823.41339584177
1,10,NGA_MAR,2013,59,1093,,1908,10191,NGA,MAR,7.995127754089786,9.548318418209965,-8.420479544549693,29.885394698302058,0.0024611860130334504,59052.83236312974
1,10,NGA_MAR,2014,28,0,,488,4664,NGA,MAR,7.995127754089786,9.548318418209965,-8.420479544549693,29.885394698302058,0.0006294857307968155,89058.31760224805
1,10,NGA_MAR,2015,0,0,,0,5220,NGA,MAR,7.995127754089786,9.548318418209965,-8.420479544549693,29.885394698302058,0.0,93304.64638151893
1,10,NGA_MAR,2016,0,0,,0,6434,NGA,MAR,7.995127754089786,9.548318418209965,-8.420479544549693,29.885394698302058,0.0,80501.52363843752
1,10,NGA_MAR,2017,0,0,,0,14233,NGA,MAR,7.995127754089786,9.548318418209965,-8.420479544549693,29.885394698302058,0.0,58989.95792444153
